Open,High,Low,Close,short_ma,long_ma,rsi,macd,macd_hist,macd_signal,Close_pct_change
2208.03,2264.58,2205.85,2264.0,2063.98,2722.18,58.3,29.39,-2.5,31.89,-2.0
2263.75,2263.75,2202.27,2215.1,2071.2,2713.46,53.78,28.51,-2.71,31.21,-2.0
2205.41,2205.41,2150.75,2170.78,2078.21,2704.26,49.99,23.95,-5.81,29.76,-0.0
2133.56,2184.2,2105.26,2169.95,2084.8,2694.84,49.92,20.05,-7.77,27.82,-2.0
2175.62,2187.16,2121.38,2121.66,2091.57,2685.24,45.85,12.91,-11.93,24.84,-4.0
2100.74,2101.05,2043.36,2044.07,2098.99,2675.11,40.18,0.98,-19.09,20.06,-1.0
2017.8,2048.32,1992.39,2028.43,2106.79,2664.84,39.13,-9.63,-23.75,14.13,-2.0
2035.34,2046.63,1987.17,1988.63,2110.86,2654.26,36.51,-21.0,-28.1,7.1,0.0
2046.04,2057.19,1978.25,1992.66,2116.31,2643.19,36.97,-29.35,-29.16,-0.19,2.0
1974.11,2032.67,1973.7,2031.24,2122.02,2632.18,41.35,-32.48,-25.83,-6.65,1.0
2026.3,2077.43,2014.33,2058.76,2126.15,2621.75,44.32,-32.37,-20.58,-11.79,-1.0
2062.0,2074.83,2028.07,2034.84,2128.87,2611.86,42.31,-33.82,-17.62,-16.2,1.0
2054.34,2060.06,2026.4,2050.87,2130.66,2601.62,44.14,-33.29,-13.68,-19.62,1.0
2022.86,2068.15,2017.34,2064.62,2133.76,2592.06,45.73,-31.4,-9.43,-21.98,0.0
2068.29,2084.4,2048.88,2074.74,2136.79,2582.95,46.92,-28.76,-5.43,-23.33,2.0
2096.88,2157.32,2096.88,2125.46,2137.71,2574.33,52.55,-22.31,0.82,-23.13,2.0
2129.89,2180.11,2118.11,2160.54,2137.28,2565.66,56.03,-14.21,7.13,-21.34,-1.0
2156.76,2181.05,2140.65,2148.72,2136.98,2556.83,54.58,-8.64,10.16,-18.8,-0.0
2137.1,2148.18,2123.75,2140.8,2138.61,2548.36,53.58,-4.81,11.19,-16.01,-3.0
2122.89,2130.96,2079.83,2080.11,2139.88,2540.13,46.53,-6.6,7.52,-14.12,-4.0
2060.73,2060.73,2001.82,2004.16,2138.77,2530.82,39.53,-13.98,0.11,-14.1,1.0
2010.97,2038.17,2000.08,2026.71,2138.61,2521.47,42.3,-17.81,-2.97,-14.84,-3.0
2043.61,2045.12,1960.15,1962.79,2136.35,2512.14,37.1,-25.7,-8.69,-17.01,0.0
1954.72,1975.79,1934.67,1972.04,2133.47,2502.98,38.29,-30.86,-11.08,-19.78,5.0
2033.22,2080.13,2031.84,2075.74,2131.62,2494.65,49.7,-26.27,-5.19,-21.08,0.0
2068.22,2105.15,2055.56,2084.79,2128.9,2486.63,50.56,-21.66,-0.46,-21.19,-3.0
2078.53,2091.68,2025.41,2029.12,2126.56,2478.5,45.42,-22.24,-0.83,-21.4,2.0
2017.47,2067.44,2006.8,2067.32,2124.07,2469.94,49.24,-19.39,1.61,-21.0,-2.0
2035.09,2056.06,2003.95,2016.17,2120.93,2461.66,44.73,-21.02,-0.01,-21.0,2.0
2042.32,2079.33,2027.11,2046.59,2117.88,2454.05,47.79,-19.63,1.1,-20.73,-1.0
2015.23,2035.52,2009.56,2029.37,2115.34,2446.91,46.23,-19.69,0.83,-20.52,-2.0
2043.84,2047.85,1987.51,1988.56,2112.53,2439.24,42.67,-22.77,-1.8,-20.97,-1.0
1980.37,1994.03,1939.28,1959.24,2109.57,2431.68,40.27,-27.26,-5.03,-22.23,1.0
1962.68,1984.98,1942.58,1984.32,2107.61,2424.79,43.21,-28.47,-4.99,-23.47,2.0
1980.03,2025.88,1963.21,2022.96,2106.36,2418.13,47.5,-26.01,-2.02,-23.98,0.0
2020.58,2039.15,2009.94,2029.07,2103.62,2412.07,48.17,-23.29,0.55,-23.84,-1.0
2034.11,2039.01,2009.94,2017.84,2100.1,2406.32,46.99,-21.8,1.63,-23.43,0.0
2023.97,2057.1,2014.06,2027.13,2096.66,2401.08,48.12,-19.64,3.04,-22.68,2.0
2051.56,2078.36,2045.13,2068.38,2091.92,2394.84,52.93,-14.43,6.59,-21.03,1.0
2092.52,2103.16,2061.75,2087.38,2087.39,2388.83,55.0,-8.67,9.88,-18.56,-1.0
2079.15,2079.15,2047.62,2066.33,2083.85,2383.09,52.26,-5.74,10.25,-15.99,-2.0
2047.86,2053.6,2032.51,2034.26,2078.89,2377.4,48.31,-5.94,8.05,-13.98,-0.0
2026.84,2043.48,2013.75,2027.79,2074.43,2370.45,47.53,-6.54,5.95,-12.49,-3.0
2015.75,2038.64,1958.67,1966.36,2070.24,2362.86,40.79,-11.84,0.53,-12.36,-0.0
1962.48,1971.61,1941.24,1963.32,2067.82,2355.34,40.48,-16.09,-2.99,-13.11,-0.0
1957.34,1967.03,1915.99,1956.47,2064.74,2348.02,39.76,-19.79,-5.35,-14.45,1.0
1963.04,1986.33,1951.46,1982.25,2061.4,2341.78,43.83,-20.41,-4.77,-15.64,-1.0
1990.83,1998.59,1961.53,1964.53,2057.57,2335.24,41.74,-22.07,-5.15,-16.93,-2.0
1964.2,1975.18,1918.74,1918.89,2051.27,2328.45,36.87,-26.77,-7.87,-18.89,1.0
1899.9,1930.46,1879.07,1930.32,2045.52,2322.14,38.8,-29.23,-8.27,-20.96,-3.0
1895.42,1903.73,1862.76,1867.01,2037.58,2314.63,32.82,-35.87,-11.93,-23.94,1.0
1866.29,1881.62,1854.96,1881.35,2030.91,2307.37,35.25,-39.52,-12.46,-27.06,-3.0
1883.44,1893.39,1831.28,1831.3,2024.12,2299.38,31.03,-45.93,-15.1,-30.83,2.0
1851.75,1860.02,1817.7,1860.01,2017.92,2291.42,35.78,-48.13,-13.84,-34.29,-1.0
1857.52,1883.48,1842.51,1842.97,2012.35,2283.56,34.27,-50.67,-13.1,-37.57,4.0
1863.32,1916.83,1857.73,1916.8,2009.8,2276.06,45.08,-46.19,-6.9,-39.29,-0.0
1912.7,1933.94,1897.63,1912.41,2007.48,2269.46,44.61,-42.5,-2.57,-39.93,-2.0
1912.67,1916.28,1864.72,1864.98,2005.01,2262.79,39.79,-42.92,-2.39,-40.53,-1.0
1875.44,1879.76,1833.65,1843.17,2002.02,2256.86,37.77,-44.49,-3.17,-41.32,-3.0
1817.19,1833.29,1777.11,1791.68,1997.23,2250.98,33.44,-49.32,-6.4,-42.92,1.0
1784.26,1817.72,1782.1,1805.43,1992.16,2244.32,35.56,-51.45,-6.82,-44.63,-2.0
1802.29,1836.19,1770.76,1770.78,1986.88,2237.35,32.73,-55.3,-8.53,-46.76,-1.0
